publication_date,Post_Text,Impressions,Engagements,Reactions,Shares
4/8/2019,"Weâ€™re hosting a special interactive exhibit in our Monetary Museum through May 3. Undesign the Redline examines the history of housing segregation in the United States and features powerful stories of individuals and communities affected by redlining and its legacy. Come be part of the solution, and letâ€™s rethink our approach to community development together. Our Monetary Museum is open Monday through Friday, 9 a.m. to 4 p.m., except Bank holidays, and admission is free. Make your plans now: http://bit.ly/2u9RHaB.",1196,26,10,0
4/9/2019,What are potential career paths in the Federal Reserve System? Tune in at 10:30 a.m. ET for Exploring Careers in Economics webcast to find out:  https://bit.ly/2VWGENu. #FedEconJobs #Economics,1094,37,7,1
4/10/2019,How might technological change affect your job and others across the country? Read Workforce Currents on #automation and the future of work: https://bit.ly/2CKecHw. #AtlantaFed,898,20,8,2
4/11/2019,"Firms anticipate 1.9 percent inflation over the coming year, and firms' sales and profit margins remained roughly the same compared to normal periods, according to the #AtlantaFed's latest Business Inflation Expectations survey. Year-over-year unit cost growth increased slightly to 2.1 percent, on average: https://bit.ly/2udLQBl.",763,21,5,1
4/12/2019,"We saw widespread challenges during our travels across the Southeast during 2018. But our president and CEO, Raphael Bostic, came away with one thing: HOPE. 
 
A big reason? People care and are working together to try to overcome the challenges. Among many southerners who see their hometowns at risk, Bostic sensed a deep commitment to do something about it.
 
Learn more in our 2018 annual report: http://bit.ly/2Hus64v.",1041,35,8,3
4/13/2019,"Safeguarding personal data is a challenge in our digital era. In this special episode of the Economy Matters podcast, #AtlantaFed president Raphael Bostic speaks with Carnegie Mellon University - Heinz College of Information Systems and Public Policy professor Alessandro Acquisti about the field of privacy economics: https://bit.ly/2I7K10o. #AtlantaFed",1040,23,6,0
4/14/2019,Standard macro models fail to generate a volatile price-to-rent ratio that comoves with the house price (the â€œprice-rent puzzleâ€). The authors provide a microeconomic foundation that accounts for this fact: https://bit.ly/2X26xfx.,897,22,3,1
2/28/2021,"For our final feature, Denise Jefferson, a director at our New Orleans branch, explains what #BlackHistoryMonth means to her.",787,34,21,1
4/16/2019,Notes from the Vault discusses the profitability of carry-based investment strategies in the currency and commodity markets. It also highlights the informational content of carry factors for policy analysis and documents the commonality in the currency carry: https://bit.ly/2FPl08X. #AtlantaFed,1013,23,6,1
4/17/2019,How can the workforce development sector apply Pay for Success financing to build outcomes-oriented education and training programs? Find out: https://lnkd.in/ezh2AKc #InvestInWork,920,28,7,2
4/22/2019,"We've been everywhere from Jackson, Mississippi, to Johnson City, Tennessee. We hit the road in 2018, and now we're sharing our experience. Read the first part of a four-part series on the many economies of the Sixth District: http://bit.ly/2Hus64v.",1409,55,18,4
4/23/2019,"Weâ€™re honored to host Undesign the Redline, a traveling interactive exhibit exploring the redlining policies of our past and their continued impact on our communities. This temporary exhibit is here only through May 3. Our Monetary Museum is open Monday through Friday, 9 a.m. to 4 p.m., except Bank holidays, and admission is free. Make your plans now: .http://bit.ly/2u9RHaB",1093,27,7,1
4/24/2019,"Whatâ€™s a CDFI? Community development financial institutions have a mission to provide lending to low-income, low-wealth, and other disadvantaged individuals and communities. If you already knew that because youâ€™re a mission-driven lender, we want to hear from you. Take the 2019 CDFI survey today: https://bit.ly/2FRLl63. #AtlantaFed",1153,50,12,1
4/25/2019,New #AtlantaFed research looks at how the 2017 #tax reform affected different states in different ways: https://bit.ly/2VACjzL.,774,17,8,1
4/26/2019,"The 2019 Small Business Credit Survey is out! The annual survey of firms that have 1 to 499 full- or part-time employees discusses revenue growth, employment growth, firmsâ€™ shifting preferences for financing from large and small banks versus online lenders, and more: https://bit.ly/2VPFggf. #AtlantaFed",850,21,10,2
4/27/2019,"The Atlanta Fed is dedicated to helping people understand our role in the U.S. economy, and you can help us do this in a very direct way! The Atlanta Fed is seeking a government relations director, who will assist in the development and implementation of the Bank's government relations strategy and serve as the primary contact with elected officials and their staff members. This position will be responsible for following and reporting legislative developments that directly or indirectly affect the Federal Reserve. Apply: http://bit.ly/2jwTDEL. Refer to job number 259558.",3263,218,29,5
4/28/2019,"Do you work in the community development field? If so, apply to serve on the Community Advisory Committee. The CAC advises the Federal Reserve Board on issues that affect consumers and communities, with a particular focus on the concerns of low- and moderate-income consumers and communities. Apply by May 31: https://lnkd.in/eHEqA-v #AtlantaFed",1709,76,25,4
4/29/2019,"Register for the 2019 Policy Summit, Connecting People & Places to Opportunity. This yearâ€™s event features speakers Raj Chetty and David Williams of Opportunity Insights and Loretta J. Mester of the Cleveland Fed. It takes place in Cincinnati June 19 to 21, learn more: https://bit.ly/2TYGVCh.  #AtlantaFed",1269,38,13,1
5/2/2019,Is your #CDFI engaged with workforce development or Opportunity Zones? Are you a CDFI with opinions about #CRA modernization? Does your CDFI fund #climate resilience or natural disaster relief initiatives? Share them with us through the #CDFISurvey: https://bit.ly/2FRLl63. #AtlantaFed,1018,27,15,2
5/3/2019,"The potential for cryptocurrencies to eliminate the need for banks is one of the major goals of its advocates. Would a #cryptocurrency-based financial system really eliminate banks? If not, what are some of the implications for the financial system? 

Notes from the Vault > https://bit.ly/2GIq5Af",962,30,10,0
5/3/2019,"Do you have strong tech skills and problem-solving abilities who enjoys being a member of a top-notch team? Put those skills to work at the Atlanta Fed! Weâ€™re looking for someone who can handle tasks such as database management, data analysis, and metrics production. This position requires strong teamwork skills to tackle complex issues. Apply: http://bit.ly/2jwTDEL. Refer to job number 259635.",3340,339,35,5
5/4/2019,"Our president and CEO, Raphael Bostic, spent much of his first full year at the #AtlantaFed on the road, seeing firsthand the unique towns, cities, and communities that make up the Sixth District.
 
Watch Bostic describe what he learned and read our 2018 annual report for perspective: http://bit.ly/2Hus64v.",1819,64,18,0
5/5/2019,"Our #CDFISurvey is open to all community development financial institutionsâ€”not just certified CDFIs. If youâ€™re a mission-driven lender, we want to hear from you! https://bit.ly/2FRLl63. #AtlantaFed",1134,24,11,1
5/6/2019,"Are you able to keep a cool head in intense circumstances? Put that skill to work at the Atlanta Fed! Weâ€™re looking for someone who can maintain thorough crisis management procedures, business continuity scenarios, and contingency plans for our key IT services and business functions. This position will work with each of the Atlanta Fedâ€™s critical functional areas on developing and maintaining a business resumption plan. Apply: http://bit.ly/2jwTDEL. Refer to job number 259710.",1498,88,7,4
5/6/2019,"Firms are hiring at a robust pace, but growth in the supply of labor might be relieving some of the job marketâ€™s tightness. A new macroblog post looks at some factors that have influenced the recent rebound in labor force participation by those in their prime working years: https://bit.ly/2VKR46K.",1710,44,8,0
5/7/2019,"Is EAC the new BEC? Read Take On Payments for a look at how perpetrators of business email compromise, or BEC, are expanding their targets to include ordinary people in what's now being called email account compromise, or EAC: https://bit.ly/2vIEMNB.",1397,35,11,0
